text,cat
The world is a book and those who do not travel read only one page.,7
"The tans will fade, but the memories will last forever.",7
Travel is the healthiest addiction.,7
Spontaneity is the best kind of adventure.,7
Adventure is worthwhile.,7
"We travel, some of us forever, to seek other places, other lives, other souls.",7
"A journey is best measured in friends, rather than miles.",7
No place is ever as bad as they tell you it’s going to be.,7
Travel makes one modest. You see what a tiny place you occupy in the world.,7
"We travel not to escape life, but for life not to escape us.",7
To awaken alone in a strange town is one of the pleasantest sensations in the world.,7
The life you have led doesn’t need to be the only life you have.,7
Travel and change of place impart new vigour to the mind.,7
Travelling tends to magnify all human emotions.,7
"People don’t take trips, trips take people. – John Steinbeck",7
Remember that happiness is a way of travel – not a destination.,7
"One’s destination is never a place, but a new way of seeing things.",7
Life begins at the end of your comfort zone.,7
Once in a while it really hits people that they don’t have to experience the world in the way they have been told to.,7
"Take only memories, leave only footprints. – Chief Seattle",7
Investment in travel is an investment in yourself.,7
"Catch flights, not feelings.",7
In the waves of change we find our direction.,7
To travel is to live.,7
Let’s wander where the wifi is weak.,7
Some beautiful paths can’t be discovered without getting lost.,7
Travel far enough to meet yourself.,7
Live your life by a compass not a clock.,7
Travel and change of place impart new vigour to the mind.,7
Time is short. Take time to travel.,7
Travel is not reward for working; it’s education for living.,7
Go where you feel the most alive.,7
Travel makes one modest. You see what a tiny place you occupy in the world. — Gustav Flaubert,7
"Wander often, wonder always. — John Travers",7
"Wherever you go, go with all your heart.",7
All journeys have secret destinations of which the traveler is unaware. — Martin Buber,7
The journey not the arrival matters.,7
Travel is optimism in motion.,7
To travel is worth any cost or sacrifice.,7
The fastest way to travel is to be there already.,7
Sometimes you just need a break. In a beautiful place. Alone. Just to figure things out.,7
"Life is a journey, make the most of it.",7
Travel is my drug of choice.,7
Seek adventures that open your mind.,7
"Own a little, see a lot.",7
The road. It’s a good listener.,7
"Every time you train, train with the motivation and purpose that you will be the hardest person someone ever tries to kill.",8
I’m working on a new me not because the old me is bad but because the old me can improve.,8
"Fall down seven times, get up eight.",8
"Once you see results,it becomes an addiction.",8
"I don’t do this to be healthy, I do this to get big muscles.",8
I workout so I can drink beer.,8
Never say the sky’s the limit when there are footprints on the moon.,8
Exercise now and make your life better.,8
"You shall gain, but you shall pay with sweat, blood, and vomit.",8
Change your body by changing your thoughts.,8
"Do not debate, just lift the weight.",8
"If you’re not strong, you’re weak.",8
A one-hour workout is 4% of your day. No excuses.,8
Six packs in Progress.,8
Change your body by changing your thoughts.,8
"Just remember, somewhere, a little Chinese girl is warming up with your max.",8
"Success isn’t given. It’s earned. In the kitchen, in the Gym, In the workout, All Day. With blood, Sweat and the occasional tear.",8
"Wake up, work out, look hot, kick ass.",8
"Your speed doesn’t matter, forward is forward.",8
"Success isn’t given. It’s earned. In the kitchen, in the Gym, In the workout, All Day. With blood, Sweat and the occasional tear.",8
"When my abs scream STOP, my mind shouts NEVER.",8
Everybody wants to be a bodybuilder but nobody wants to lift heavy weights!,8
"Winners Train, Losers Complain.",8
Talking the talk and walking the walk!,8
Do I have abs yet?,8
"Today I will do what others won’t, so tomorrow I can accomplish what others can’t.",8
Put yourself at the top of your list.,8
To enjoy the glow of good health you must exercise.,8
"The best day to start workout is today , tomorrow can turn into weeks , months or years.",8
"Excuses don’t kill the fat, exercises do.",8
"No matter how slow you go, you are still lapping everybody on the couch.",8
Your comfort zone is your enemy.,8
"I don’t believe in Luck, I believe in Hard Work. I don’t believe in Luck, I believe in the Gym.",8
The pain you feel today will be the strength you feel tomorrow.,8
"On good days, work out. On bad days, work out harder.",8
A one-hour workout is 4% of your day. No excuses.,8
"Cheat on your girlfriends, not on your workouts.",8
"Friends that sweat together, stay together.",8
“Don’t quit. You’re already in pain. You’re already hurt. Get a reward from it!” – Eric Thomas,8
Got 99 problems but I’m going to the gym and ignoring all of them.,8
"A year from now, we’ll see who was really working.",8
You don’t always get what you wish for but you always get what you work for.,8
Get fit or go home.,8
The pain you feel today is the strength you feel tomorrow.,8
Going to the gym is the best drug for me.,8
"Every morning hard for everyone but when you’re wide-awake, the world is yours, my friend.",8
"Doubt me, hate me, you’re the inspiration I need.",8
And she lifted happily ever after.,8
You don’t drown by falling in the water; you drown by staying there.,8
“Exercise is king. Nutrition is queen. Put them together and you have got a kingdom” – Jack Lalanne.,8
It’s never too early or too late to work on a better you.,8
"Embrace and love your body is the only one , you will ever have.",8
"I vent my anger in the gym, and it calms me down.",8
“Strength does not come from the physical capacity. It comes from an indomitable will.” – Ghandi,8
Lift heavy and run fast.,8
With great size comes great responsibility.,8
"30% Exercise, 70% Nutrition.",8
"Only the weak give up, no one said it was fucking easy.",8
"Abs is made in the gym, not in the kitchen.",8
"Train like a beast, look like a beauty.",8
Fight On Boys!,8
"Before you worry about the beauty of your body, worry about the health of your body.",8
Skinny girls look good in clothes. Fit girls look good naked.,8
"When you feel like dying, do 10 more.",8
I will make sweat my best accessory. I will run harder than my mascara.,8
Energy and persistence conquer all things.  Ability is what you’re capable of doing. Motivation determines what you do. Attitude determines how well you do it.,8
“The quality of your sleep depends on the quality of your day” – Deepak Chopra,8
Run like there’s a hot guy in front of you and a creepy one behind you.,8
Motivation is what gets you started. Habit is what keeps you going.,8
The body achieves what the mind believes.,8
"Alone during my struggle, crowded during my success.",8
Dedicate yourself to becoming your best.,8
"No pain , no gain , shut up and train.",8
Your fitness is 100% mental……..,8
I lift heavy and push my limit to be the beast.,8
"There is no shortcut. It takes time to build a better, stronger version of yourself.",8
"Fitness is more than a physical challenge, it’s a mental one.",8
Don’t give up Greatness Takes a Time.,8
Failure is only a temporary change in direction to set you straight for your next success.,8
“Your current body is the only body that can take you to your new body”—so be kind to it. – Elaine Moran,8
Every time I hear the dirty word ‘Exercise’ I wash my mouth out with chocolate!,8
Peanut butter is the glue that holds this body together.,8
Run like there’s a hot guy in front of you and a creepy guy behind you.,8
A gym is a place where fat is burned and pride is earned.,8
Party like a Rockstar. Fuck like a Pornstar. Lift like a Monster.,8
I go to the gym because clearly my amazing personality deserves an awesome body to go with it.,8
The best activities for your health are pumping and humping.,8
Stop rewarding yourself with food. You are not a dog.,8
Personally victimized by my trainer.,8
I wear black to the gym because it’s like a funeral for my fat.,8
"This guy/girl is on fire! But seriously, my muscles are burning.",8
Gotta squat before I tie the knot.,8
"Education is important, but big biceps are importanter.",8
Workouts are my happy hour.,8
What kind of wine goes with squats?,8
Lift heavy and run fast.,8
Fitness is like a relationship. You can’t cheat and expect it to work.,8
Say squeeze!,8
My doctor recently told me that jogging could add years to my life. I think he was right. I feel ten years older already.,8
Good is not enough if better is possible.,8
"Remember this, your body is your slave; it works for you.",8
"Exercise not only changes your body…….it changes your mind, attitude & mood.",8
"The gym doesn’t ask silly questions , the gym understands.",8
Some people like going to the pub; I enjoy going to the gym.,8
Be the one who decided to go for it.,8
Today exercise and diet will decide your future personality.,8
"Getting fit is all about mind over matter. I don’t mind, so it doesn’t matter.",8
"Work hard now, selfie later.",8
Run like your phone is at 1%.,8
Already planning what I’m going to eat after this.,8
The only bad workout is the one that didn’t happen.,8
Be stronger than your excuse.,8
"Of course, it is heavy, that’s why they call its weight.",8
You will never know your limits until you push yourself to them.,8
"Winners Train, Losers Complain.",8
It’s never too late to change your habits!,8
There are no shortcuts. It takes time to build a stronger and better you.,8
"Fitness isn’t a seasonal hobby, it’s a lifestyle.",8
"It’s not who you are that holds you back, it’s who you think you’re not.",8
Excuses don’t build muscles.,8
With great size comes great responsibility.,8
Slow progress is still progress.,8
You are so much stronger than you think.,8
Skinny girls look good in clothes. Fit girls look good naked.,8
I believe in eating what I like and sweating it out in the gym.,8
"When it starts to hurt, that’s when the set starts.",8
Math is like going to the gym for your brain. It sharpens your mind.,8
"Don’t tell people your plan, show them your results.",8
"At first, they will ask why, later they will ask how.",8
Push yourself because no one else is going to do it for you.,8
Spend less time on the phone and more time on lifting.,8
Your body can stand almost anything. It’s your mind that you have to convince.,8
I go to the gym because I think my great personality could use a banging body.,8
The best way to predict your body is to create it.,8
You don’t get the ass you want by sitting on it…,8
Sweat is fat crying.,8
"Don’t wish for it, workout for it.",8
What seems impossible today will one day become your warm-up.,8
"Life is all about ups and downs, we call it squats.",8
The gym is my second home.,8
"Boys love sports, girls love players.",8
Never let excuses get in the way of a killer workout.,8
"There’s no secret formula. I lift heavy, work hard, and aim to be the best.",8
"Train like a beast, look like a beauty.",8
Take every risk and drop every fear.,8
"The more you train, the more people there are who are weaker than you.",8
You gotta hustle for the muscle.,8
Don’t just show up. Make a statement.,8
"Strong, powerful, and beautiful.",8
"Friends that sweat together, stay together.",8
What seems impossible today will become your warm up on day.,8
Good things come to those who sweat.,8
"It’s a slow process, but quitting won’t speed it up.",8
I wear black in the gym because it’s like a funeral for my fat.,8
"Forget the glass slippers, princess wear running shoes.",8
"The gym doesn’t ask silly questions, the gym understands.",8
Suck it up. And one day you won’t have to suck it in.,8
"“For me, exercise is more than just physical” – it’s therapeutic.",8
"At first, they will ask why later they will ask how.",8
"On good days, workout. On bad days, work out harder.",8
I workout because this small moment of discomfort makes me feel good afterward.,8
"Pain is momentary, glory is forever.",8
The beginning is always tough.,8
Champions train losers complain.,8
"I like to run, and by run I mean take naps.",8
